flight_number,scheduled_departure_date_local,scheduled_departure_datetime_local,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,carrier,difficulty_score,difficulty_category,passengers,total_seats,load_factor,total_bags,checked_bags,transfer_bags,hot_transfer_bags,special_service_requests,scheduled_ground_time_minutes,minimum_turn_minutes,ground_buffer
2333,2025-08-15,2025-08-15T10:46:00Z,ORD,BWI,B737-900,Mainline,43.0,Medium,185,179,103.4,194,47,45,10,0.0,81,56,25
4568,2025-08-01,2025-08-01T10:35:00Z,ORD,SCE,CRJ-550,Express,47.0,Medium,60,50,120.0,89,14,26,9,0.0,77,29,48
587,2025-08-11,2025-08-11T14:07:00Z,ORD,YUL,B737-MAX8,Mainline,68.0,Medium-High,191,166,115.1,194,22,69,12,0.0,61,65,-4
2389,2025-08-02,2025-08-02T10:57:00Z,ORD,RSW,B737-900,Mainline,44.0,Medium,271,179,151.4,196,81,17,0,0.0,79,56,23
2254,2025-08-01,2025-08-01T09:10:00Z,ORD,PDX,A321-2NX,Mainline,45.0,Medium,205,200,102.5,248,37,87,0,0.0,767,62,705
5868,2025-08-02,2025-08-02T19:58:00Z,ORD,YWG,ERJ-175,Express,41.0,Medium,66,76,86.8,70,5,30,0,0.0,63,42,21
534,2025-08-08,2025-08-08T17:55:00Z,ORD,EWR,A321-2NX,Mainline,60.0,Medium,197,200,98.5,210,31,59,30,0.0,78,62,16
2414,2025-08-11,2025-08-11T10:43:00Z,ORD,BNA,B737-MAX8,Mainline,42.0,Medium,157,166,94.6,154,46,29,4,0.0,69,51,18
1273,2025-08-14,2025-08-14T06:30:00Z,ORD,SFO,B757-300,Mainline,26.0,Medium-Low,153,234,65.4,180,81,9,0,0.0,331,66,265
1485,2025-08-06,2025-08-06T13:40:00Z,ORD,SEA,B737-900,Mainline,48.0,Medium,215,179,120.1,233,38,77,3,0.0,67,56,11
5099,2025-08-09,2025-08-09T12:40:00Z,ORD,CIU,CRJ-200,Express,49.0,Medium,49,50,98.0,80,18,22,0,0.0,46,29,17
563,2025-08-08,2025-08-08T07:10:00Z,ORD,EWR,A321-2NX,Mainline,60.0,Medium,210,200,105.0,171,59,23,7,0.0,55,68,-13
4574,2025-08-01,2025-08-01T10:56:00Z,ORD,YOW,CRJ-550,Express,38.0,Medium-Low,62,50,124.0,59,13,16,1,0.0,102,37,65
5309,2025-08-02,2025-08-02T20:05:00Z,ORD,FWA,CRJ-200,Express,54.0,Medium,60,50,120.0,130,16,49,0,0.0,90,29,61
2333,2025-08-02,2025-08-02T10:46:00Z,ORD,BWI,B737-900,Mainline,45.0,Medium,204,179,114.0,249,61,58,11,0.0,86,56,30
1742,2025-08-02,2025-08-02T18:26:00Z,ORD,JAX,B737-800,Mainline,52.0,Medium,226,166,136.1,254,18,109,0,0.0,82,51,31
2640,2025-08-14,2025-08-14T15:00:00Z,ORD,DCA,B737-700,Mainline,54.0,Medium,50,126,39.7,58,16,13,0,0.0,6,43,-37
1198,2025-08-10,2025-08-10T09:21:00Z,ORD,CUN,B737-900,Mainline,72.0,Medium-High,298,179,166.5,248,104,20,0,0.0,42,70,-28
1144,2025-08-01,2025-08-01T19:35:00Z,ORD,ONT,B737-800,Mainline,56.0,Medium,178,166,107.2,268,43,84,14,0.0,75,51,24
1989,2025-08-04,2025-08-04T18:20:00Z,ORD,BOS,B737-900,Mainline,48.0,Medium,180,179,100.6,174,56,31,0,0.0,70,56,14
4491,2025-08-07,2025-08-07T18:30:00Z,ORD,CAE,CRJ-550,Express,47.0,Medium,49,50,98.0,64,18,14,0,0.0,80,29,51
5521,2025-08-03,2025-08-03T15:35:00Z,ORD,ATW,CRJ-550,Express,65.0,Medium-High,44,50,88.0,58,2,26,2,0.0,-28,29,-57
5274,2025-08-02,2025-08-02T21:30:00Z,ORD,SBN,CRJ-550,Express,50.0,Medium,49,50,98.0,72,2,34,0,0.0,160,29,131
5414,2025-08-01,2025-08-01T15:35:00Z,ORD,MEM,CRJ-550,Express,64.0,Medium-High,50,50,100.0,114,19,31,14,0.0,46,29,17
4184,2025-08-14,2025-08-14T08:50:00Z,ORD,DAY,CRJ-550,Express,45.0,Medium,50,50,100.0,70,4,26,10,0.0,57,29,28
416,2025-08-15,2025-08-15T21:35:00Z,ORD,MXP,B787-8,Mainline,50.0,Medium,281,243,115.6,470,74,161,0,0.0,215,150,65
2177,2025-08-02,2025-08-02T14:00:00Z,ORD,MSN,A319-100,Mainline,63.0,Medium-High,126,126,100.0,576,3,206,158,0.0,57,51,6
1693,2025-08-10,2025-08-10T13:55:00Z,ORD,DCA,A319-100,Mainline,50.0,Medium,134,126,106.3,161,50,27,7,0.0,86,51,35
265,2025-08-09,2025-08-09T17:55:00Z,ORD,YYZ,A319-100,Mainline,55.0,Medium,129,126,102.4,172,25,55,12,0.0,187,52,135
592,2025-08-04,2025-08-04T16:50:00Z,ORD,JAC,B737-700,Mainline,83.0,High,189,126,150.0,176,31,57,0,0.0,4,43,-39
3440,2025-08-11,2025-08-11T07:04:00Z,ORD,YYZ,ERJ-175,Express,32.0,Medium-Low,80,76,105.3,69,24,10,1,0.0,539,42,497
2225,2025-08-14,2025-08-14T09:15:00Z,ORD,PHX,B737-900,Mainline,34.0,Medium-Low,182,179,101.7,277,92,46,1,0.0,92,56,36
349,2025-08-03,2025-08-03T18:35:00Z,ORD,BTV,B737-700,Mainline,46.0,Medium,142,126,112.7,162,26,55,0,0.0,104,43,61
5538,2025-08-01,2025-08-01T18:25:00Z,ORD,HSV,CRJ-550,Express,48.0,Medium,50,50,100.0,90,5,40,0,0.0,94,29,65
3536,2025-08-05,2025-08-05T07:15:00Z,ORD,YUL,ERJ-175,Express,33.0,Medium-Low,75,76,98.7,77,17,21,1,0.0,841,70,771
2177,2025-08-05,2025-08-05T14:00:00Z,ORD,MSN,A319-100,Mainline,51.0,Medium,124,126,98.4,110,1,47,14,0.0,55,43,12
2155,2025-08-05,2025-08-05T19:40:00Z,ORD,LAX,B757-300,Mainline,76.0,Medium-High,282,234,120.5,348,92,70,24,0.0,-28,66,-94
5337,2025-08-05,2025-08-05T14:00:00Z,ORD,ROA,ERJ-175,Express,54.0,Medium,77,76,101.3,163,26,48,15,0.0,50,34,16
1967,2025-08-11,2025-08-11T18:15:00Z,ORD,LAX,A321-2NX,Mainline,44.0,Medium,230,200,115.0,216,58,49,2,0.0,73,62,11
576,2025-08-10,2025-08-10T15:35:00Z,ORD,LAX,A321-2NX,Mainline,45.0,Medium,219,200,109.5,320,82,72,12,0.0,194,62,132
5448,2025-08-05,2025-08-05T14:00:00Z,ORD,FWA,CRJ-200,Express,42.0,Medium,51,50,102.0,90,13,29,6,0.0,126,29,97
5637,2025-08-04,2025-08-04T18:05:00Z,ORD,GRB,CRJ-200,Express,39.0,Medium-Low,41,50,82.0,98,13,34,4,0.0,55,29,26
980,2025-08-11,2025-08-11T20:15:00Z,ORD,DUB,B787-8,Mainline,46.0,Medium,254,243,104.5,392,73,123,0,0.0,1502,95,1407
2059,2025-08-08,2025-08-08T19:55:00Z,ORD,PDX,B737-800,Mainline,46.0,Medium,201,166,121.1,220,26,80,8,0.0,95,51,44
359,2025-08-04,2025-08-04T09:16:00Z,ORD,MEX,A320-200,Mainline,38.0,Medium-Low,160,150,106.7,226,95,18,0,0.0,718,60,658
2628,2025-08-13,2025-08-13T21:30:00Z,ORD,BNA,A320-200,Mainline,43.0,Medium,59,150,39.3,72,4,32,0,0.0,155,46,109
708,2025-08-15,2025-08-15T08:51:00Z,ORD,MCI,A319-100,Mainline,56.0,Medium,130,126,103.2,158,28,48,6,0.0,48,43,5
4406,2025-08-14,2025-08-14T09:25:00Z,ORD,TVC,CRJ-550,Express,49.0,Medium,59,50,118.0,82,7,34,0,0.0,93,29,64
2039,2025-08-15,2025-08-15T17:51:00Z,ORD,MCO,A321-2NX,Mainline,73.0,Medium-High,285,200,142.5,332,36,111,38,0.0,72,62,10
5272,2025-08-15,2025-08-15T10:35:00Z,ORD,MSN,CRJ-550,Express,57.0,Medium,53,50,106.0,85,2,32,17,0.0,160,29,131
5565,2025-08-04,2025-08-04T14:04:00Z,ORD,CHO,CRJ-550,Express,34.0,Medium-Low,43,50,86.0,56,12,14,4,0.0,120,29,91
276,2025-08-04,2025-08-04T21:31:00Z,ORD,IAD,A321-2NX,Mainline,57.0,Medium,204,200,102.0,216,58,50,0,0.0,72,62,10
1306,2025-08-01,2025-08-01T07:30:00Z,ORD,TPA,B737-MAX9,Mainline,38.0,Medium-Low,223,179,124.6,240,91,28,2,0.0,480,56,424
2609,2025-08-09,2025-08-09T09:04:00Z,ORD,SNA,B737-700,Mainline,46.0,Medium,174,126,138.1,178,66,23,0,0.0,79,43,36
118,2025-08-06,2025-08-06T18:40:00Z,ORD,EDI,B757-200,Mainline,67.0,Medium-High,215,176,122.2,322,56,105,0,0.0,90,75,15
5731,2025-08-15,2025-08-15T11:01:00Z,ORD,STL,ERJ-175,Express,55.0,Medium,84,76,110.5,168,24,60,0,0.0,86,34,52
4474,2025-08-08,2025-08-08T07:25:00Z,ORD,AVL,CRJ-550,Express,41.0,Medium,57,50,114.0,33,9,7,1,0.0,48,29,19
2154,2025-08-06,2025-08-06T18:25:00Z,ORD,ROC,B737-900,Mainline,69.0,Medium-High,171,179,95.5,190,14,81,0,0.0,123,119,4
3465,2025-08-14,2025-08-14T17:55:00Z,ORD,GSP,ERJ-175,Express,45.0,Medium,73,76,96.1,105,21,27,9,0.0,65,34,31
4542,2025-08-13,2025-08-13T20:05:00Z,ORD,LIT,CRJ-550,Express,46.0,Medium,33,50,66.0,68,1,33,0,0.0,70,29,41
3668,2025-08-10,2025-08-10T07:20:00Z,ORD,BUF,ERJ-175,Express,47.0,Medium,64,76,84.2,87,5,35,7,0.0,51,34,17
2182,2025-08-13,2025-08-13T11:20:00Z,ORD,PHL,A320-200,Mainline,35.0,Medium-Low,165,150,110.0,170,51,33,2,0.0,160,46,114
2280,2025-08-14,2025-08-14T07:10:00Z,ORD,MCO,A321-2NX,Mainline,35.0,Medium-Low,208,200,104.0,153,54,20,5,0.0,105,68,37
2177,2025-08-08,2025-08-08T14:00:00Z,ORD,MSN,A320-200,Mainline,73.0,Medium-High,131,150,87.3,207,10,77,33,0.0,46,46,0
1923,2025-08-04,2025-08-04T20:05:00Z,ORD,CID,B737-700,Mainline,44.0,Medium,129,126,102.4,134,13,54,0,0.0,105,43,62
5565,2025-08-01,2025-08-01T14:04:00Z,ORD,CHO,CRJ-550,Express,37.0,Medium-Low,46,50,92.0,37,5,10,7,0.0,254,29,225
2100,2025-08-03,2025-08-03T13:11:00Z,ORD,SLC,B737-800,Mainline,61.0,Medium-High,176,166,106.0,155,32,45,1,0.0,8,51,-43
1252,2025-08-05,2025-08-05T07:00:00Z,ORD,DCA,A319-100,Mainline,25.0,Medium-Low,66,126,52.4,34,4,11,4,0.0,637,43,594
1823,2025-08-01,2025-08-01T07:10:00Z,ORD,IAH,A321-2NX,Mainline,53.0,Medium,236,200,118.0,299,105,35,19,0.0,105,68,37
2138,2025-08-03,2025-08-03T14:06:00Z,ORD,LGA,B737-800,Mainline,52.0,Medium,173,166,104.2,180,49,33,16,0.0,63,51,12
2370,2025-08-07,2025-08-07T14:28:00Z,ORD,BOS,B737-900,Mainline,37.0,Medium-Low,219,179,122.3,257,97,31,1,0.0,79,56,23
1658,2025-08-05,2025-08-05T06:00:00Z,ORD,EWR,B737-900,Mainline,30.0,Medium-Low,169,179,94.4,158,72,7,0,0.0,468,56,412
5309,2025-08-13,2025-08-13T20:05:00Z,ORD,FWA,CRJ-200,Express,33.0,Medium-Low,40,50,80.0,107,33,20,1,0.0,85,29,56
1848,2025-08-01,2025-08-01T10:35:00Z,ORD,ATL,B737-700,Mainline,42.0,Medium,148,126,117.5,145,48,22,5,0.0,70,43,27
1492,2025-08-08,2025-08-08T21:20:00Z,ORD,CMH,B737-800,Mainline,68.0,Medium-High,87,166,52.4,156,0,69,18,0.0,-52,51,-103
2494,2025-08-04,2025-08-04T19:53:00Z,ORD,MCI,B737-900,Mainline,49.0,Medium,171,179,95.5,292,37,106,6,0.0,73,56,17
1803,2025-08-10,2025-08-10T10:44:00Z,ORD,DEN,A321-2NX,Mainline,49.0,Medium,232,200,116.0,236,91,27,0,0.0,82,62,20
2417,2025-08-14,2025-08-14T16:13:00Z,ORD,SAN,B737-900,Mainline,48.0,Medium,190,179,106.1,206,48,55,0,0.0,82,56,26
2254,2025-08-05,2025-08-05T09:10:00Z,ORD,PDX,A321-2NX,Mainline,47.0,Medium,237,200,118.5,292,55,91,0,0.0,720,62,658
2092,2025-08-08,2025-08-08T08:00:00Z,ORD,LGA,B737-MAX8,Mainline,38.0,Medium-Low,215,166,129.5,120,48,12,0,0.0,132,57,75
5320,2025-08-11,2025-08-11T19:40:00Z,ORD,MKE,CRJ-200,Express,44.0,Medium,45,50,90.0,112,23,27,12,0.0,285,29,256
467,2025-08-03,2025-08-03T14:21:00Z,ORD,CMH,A320-200,Mainline,39.0,Medium-Low,182,150,121.3,199,33,66,1,0.0,99,46,53
763,2025-08-14,2025-08-14T10:58:00Z,ORD,PWM,B737-800,Mainline,75.0,Medium-High,186,166,112.0,214,49,58,0,0.0,5,51,-46
5833,2025-08-01,2025-08-01T18:11:00Z,ORD,DTW,ERJ-175,Express,53.0,Medium,92,76,121.1,150,10,65,0,0.0,81,34,47
5447,2025-08-05,2025-08-05T11:05:00Z,ORD,PVD,ERJ-175,Express,43.0,Medium,72,70,102.9,100,21,29,0,0.0,71,34,37
929,2025-08-07,2025-08-07T16:05:00Z,ORD,LHR,B767-300,Mainline,53.0,Medium,160,167,95.8,246,64,59,0,0.0,1635,145,1490
1946,2025-08-11,2025-08-11T15:00:00Z,ORD,LGA,B737-800,Mainline,41.0,Medium,179,166,107.8,166,73,10,0,0.0,67,51,16
378,2025-08-06,2025-08-06T13:55:00Z,ORD,LAX,A321-2NX,Mainline,45.0,Medium,244,200,122.0,233,54,58,9,0.0,256,62,194
786,2025-08-10,2025-08-10T11:17:00Z,ORD,BTV,A320-200,Mainline,67.0,Medium-High,164,150,109.3,217,37,71,1,0.0,-31,46,-77
2333,2025-08-07,2025-08-07T10:46:00Z,ORD,BWI,B737-900,Mainline,52.0,Medium,208,179,116.2,201,53,42,11,0.0,68,56,12
5362,2025-08-13,2025-08-13T21:40:00Z,ORD,MKE,CRJ-200,Express,51.0,Medium,35,50,70.0,82,9,32,0,0.0,97,29,68
3696,2025-08-15,2025-08-15T12:55:00Z,ORD,CVG,ERJ-175,Express,38.0,Medium-Low,82,76,107.9,76,15,21,4,0.0,69,34,35
5532,2025-08-07,2025-08-07T07:24:00Z,ORD,MCI,ERJ-175,Express,36.0,Medium-Low,68,70,97.1,65,14,16,5,0.0,854,34,820
563,2025-08-03,2025-08-03T07:15:00Z,ORD,EWR,A321-2NX,Mainline,37.0,Medium-Low,199,200,99.5,177,58,27,7,0.0,144,68,76
2113,2025-08-10,2025-08-10T20:08:00Z,ORD,FSD,B737-700,Mainline,42.0,Medium,104,126,82.5,118,4,55,0,0.0,93,43,50
4445,2025-08-07,2025-08-07T10:55:00Z,ORD,BHM,CRJ-550,Express,35.0,Medium-Low,51,50,102.0,66,23,10,0,0.0,62,29,33
5103,2025-08-03,2025-08-03T21:50:00Z,ORD,JLN,CRJ-200,Express,40.0,Medium-Low,36,50,72.0,74,24,13,0,0.0,107,29,78
4173,2025-08-03,2025-08-03T13:55:00Z,ORD,AVL,CRJ-550,Express,50.0,Medium,56,50,112.0,84,7,33,4,0.0,40,29,11
4445,2025-08-02,2025-08-02T10:55:00Z,ORD,BHM,CRJ-550,Express,39.0,Medium-Low,57,50,114.0,98,29,19,2,0.0,63,29,34
4391,2025-08-15,2025-08-15T20:06:00Z,ORD,SGF,CRJ-550,Express,56.0,Medium,43,50,86.0,80,0,40,0,0.0,71,29,42
2211,2025-08-04,2025-08-04T19:59:00Z,ORD,SEA,B737-MAX8,Mainline,44.0,Medium,178,166,107.2,220,73,37,0,0.0,99,51,48
2182,2025-08-14,2025-08-14T11:20:00Z,ORD,PHL,A320-200,Mainline,39.0,Medium-Low,175,150,116.7,202,66,33,4,0.0,112,46,66
3,2025-08-12,2025-08-12T15:55:00Z,ORD,ZRH,B767-300,Mainline,43.0,Medium,163,167,97.6,362,92,88,2,0.0,270,145,125
4638,2025-08-02,2025-08-02T19:40:00Z,ORD,COS,ERJ-175,Express,48.0,Medium,83,76,109.2,139,21,47,3,0.0,50,34,16
4387,2025-08-01,2025-08-01T09:20:00Z,ORD,CID,CRJ-550,Express,40.0,Medium-Low,59,50,118.0,67,0,33,1,0.0,75,29,46
5988,2025-08-03,2025-08-03T14:55:00Z,ORD,BWI,ERJ-175,Express,50.0,Medium,73,76,96.1,108,25,29,0,0.0,47,34,13
791,2025-08-01,2025-08-01T07:10:00Z,ORD,DEN,A321-2NX,Mainline,40.0,Medium-Low,243,200,121.5,224,96,13,6,0.0,491,62,429
1270,2025-08-02,2025-08-02T09:23:00Z,ORD,PUJ,B737-900,Mainline,44.0,Medium,293,179,163.7,310,148,7,0,0.0,100,70,30
5250,2025-08-04,2025-08-04T17:50:00Z,ORD,BNA,ERJ-175,Express,37.0,Medium-Low,76,76,100.0,78,20,17,4,0.0,65,34,31
909,2025-08-09,2025-08-09T18:15:00Z,ORD,AMS,B787-8,Mainline,56.0,Medium,236,243,97.1,468,106,128,0,0.0,366,155,211
5262,2025-08-06,2025-08-06T12:45:00Z,ORD,LNK,CRJ-200,Express,41.0,Medium,53,50,106.0,124,21,40,2,0.0,55,29,26
2323,2025-08-01,2025-08-01T09:15:00Z,ORD,MCO,A321-2NX,Mainline,55.0,Medium,266,200,133.0,302,107,44,0,0.0,79,62,17
1830,2025-08-05,2025-08-05T13:12:00Z,ORD,DSM,A320-200,Mainline,46.0,Medium,148,150,98.7,180,14,74,4,0.0,58,46,12
5420,2025-08-06,2025-08-06T15:35:00Z,ORD,MLI,CRJ-200,Express,52.0,Medium,54,50,108.0,91,17,26,5,0.0,73,29,44
5219,2025-08-04,2025-08-04T14:08:00Z,ORD,TYS,ERJ-175,Express,42.0,Medium,71,70,101.4,119,26,32,3,0.0,89,34,55
4445,2025-08-14,2025-08-14T10:55:00Z,ORD,BHM,CRJ-550,Express,45.0,Medium,47,50,94.0,108,22,32,0,0.0,60,29,31
5593,2025-08-12,2025-08-12T08:57:00Z,ORD,MEM,ERJ-175,Express,45.0,Medium,75,76,98.7,102,15,35,2,0.0,768,34,734
6002,2025-08-06,2025-08-06T18:15:00Z,ORD,AVL,ERJ-175,Express,40.0,Medium-Low,77,70,110.0,90,13,31,2,0.0,65,34,31
2640,2025-08-04,2025-08-04T15:00:00Z,ORD,DCA,B737-700,Mainline,56.0,Medium,122,126,96.8,168,80,3,2,0.0,22,43,-21
3654,2025-08-10,2025-08-10T13:11:00Z,ORD,STL,ERJ-175,Express,49.0,Medium,86,76,113.2,141,6,59,11,0.0,66,34,32
2657,2025-08-05,2025-08-05T12:45:00Z,ORD,IAH,B737-900,Mainline,42.0,Medium,195,179,108.9,289,105,36,7,0.0,1314,56,1258
2666,2025-08-12,2025-08-12T05:00:00Z,ORD,DEN,A321-2NX,Mainline,25.0,Medium-Low,85,200,42.5,92,29,17,0,0.0,525,70,455
1974,2025-08-07,2025-08-07T18:30:00Z,ORD,PWM,B737-700,Mainline,49.0,Medium,121,126,96.0,122,27,34,0,0.0,104,43,61
721,2025-08-10,2025-08-10T09:15:00Z,ORD,BOS,B737-MAX9,Mainline,37.0,Medium-Low,218,179,121.8,194,87,10,0,0.0,80,56,24
2394,2025-08-12,2025-08-12T18:35:00Z,ORD,DEN,A321-2NX,Mainline,41.0,Medium,166,200,83.0,150,39,36,0,0.0,88,62,26
2144,2025-08-12,2025-08-12T13:01:00Z,ORD,YYZ,A319-100,Mainline,63.0,Medium-High,135,126,107.1,135,39,27,3,0.0,20,52,-32
5555,2025-08-11,2025-08-11T18:10:00Z,ORD,MKE,CRJ-200,Express,41.0,Medium,49,50,98.0,109,22,30,5,0.0,64,29,35
4584,2025-08-05,2025-08-05T20:07:00Z,ORD,TUL,CRJ-550,Express,45.0,Medium,50,50,100.0,70,8,27,0,0.0,102,29,73
2005,2025-08-07,2025-08-07T19:50:00Z,ORD,TYS,A320-200,Mainline,31.0,Medium-Low,126,150,84.0,85,14,28,1,0.0,69,46,23
1776,2025-08-15,2025-08-15T18:20:00Z,ORD,PHL,B737-800,Mainline,47.0,Medium,207,166,124.7,146,24,49,0,0.0,75,51,24
5314,2025-08-09,2025-08-09T19:40:00Z,ORD,LNK,CRJ-550,Express,57.0,Medium,52,50,104.0,112,4,51,2,0.0,45,29,16
1776,2025-08-05,2025-08-05T18:20:00Z,ORD,PHL,B737-800,Mainline,44.0,Medium,169,166,101.8,212,44,62,0,0.0,76,51,25
1113,2025-08-10,2025-08-10T11:59:00Z,ORD,ALB,A319-100,Mainline,38.0,Medium-Low,125,126,99.2,154,31,44,4,0.0,74,43,31
5474,2025-08-03,2025-08-03T18:35:00Z,ORD,MBS,CRJ-550,Express,46.0,Medium,47,50,94.0,78,2,37,0,0.0,105,29,76
1491,2025-08-15,2025-08-15T10:35:00Z,ORD,DFW,B737-800,Mainline,60.0,Medium,110,166,66.3,140,33,35,4,0.0,-27,51,-78
1583,2025-08-08,2025-08-08T18:35:00Z,ORD,BWI,A320-200,Mainline,43.0,Medium,128,150,85.3,178,16,73,0,0.0,99,46,53
4380,2025-08-12,2025-08-12T07:05:00Z,ORD,SYR,CRJ-550,Express,38.0,Medium-Low,45,50,90.0,50,5,20,0,0.0,640,29,611
2361,2025-08-02,2025-08-02T07:10:00Z,ORD,LAX,B757-300,Mainline,48.0,Medium,313,234,133.8,301,112,27,23,0.0,869,66,803
1594,2025-08-01,2025-08-01T09:20:00Z,ORD,ABQ,A319-100,Mainline,53.0,Medium,170,126,134.9,169,29,54,3,0.0,77,43,34
5819,2025-08-06,2025-08-06T09:00:00Z,ORD,DLH,CRJ-550,Express,41.0,Medium,44,50,88.0,58,3,26,0,0.0,74,29,45
3525,2025-08-03,2025-08-03T16:43:00Z,ORD,YYZ,ERJ-175,Express,45.0,Medium,83,76,109.2,119,40,18,3,0.0,53,42,11
5376,2025-08-06,2025-08-06T14:30:00Z,ORD,LEX,ERJ-175,Express,51.0,Medium,90,70,128.6,96,2,46,0,0.0,77,34,43
4563,2025-08-06,2025-08-06T12:45:00Z,ORD,FSD,CRJ-550,Express,47.0,Medium,47,50,94.0,95,1,41,11,0.0,74,29,45
5737,2025-08-03,2025-08-03T21:12:00Z,ORD,OMA,ERJ-175,Express,43.0,Medium,81,76,106.6,88,9,34,2,0.0,62,34,28
3614,2025-08-08,2025-08-08T21:25:00Z,ORD,MCI,ERJ-175,Express,49.0,Medium,94,76,123.7,150,14,58,6,0.0,60,34,26
660,2025-08-07,2025-08-07T09:05:00Z,ORD,SAN,A321-2NX,Mainline,44.0,Medium,220,200,110.0,212,51,55,0,0.0,697,62,635
310,2025-08-09,2025-08-09T15:53:00Z,ORD,MCI,A319-100,Mainline,53.0,Medium,145,126,115.1,274,14,121,4,0.0,58,43,15
5836,2025-08-06,2025-08-06T10:35:00Z,ORD,TYS,CRJ-550,Express,39.0,Medium-Low,54,50,108.0,66,13,18,4,0.0,56,29,27
5988,2025-08-01,2025-08-01T14:55:00Z,ORD,BWI,ERJ-175,Express,49.0,Medium,88,76,115.8,114,36,21,0,0.0,47,34,13
1495,2025-08-01,2025-08-01T21:13:00Z,ORD,TVC,B737-800,Mainline,68.0,Medium-High,217,166,130.7,227,4,95,29,0.0,63,51,12
3654,2025-08-05,2025-08-05T13:11:00Z,ORD,STL,ERJ-175,Express,46.0,Medium,85,76,111.8,96,13,35,0,0.0,70,39,31
2104,2025-08-07,2025-08-07T06:00:00Z,ORD,BOS,B737-900,Mainline,48.0,Medium,219,179,122.3,164,68,14,0,0.0,725,119,606
1144,2025-08-14,2025-08-14T19:35:00Z,ORD,ONT,B737-800,Mainline,44.0,Medium,141,166,84.9,220,47,52,22,0.0,75,51,24
3694,2025-08-02,2025-08-02T12:52:00Z,ORD,OMA,ERJ-175,Express,54.0,Medium,90,76,118.4,138,25,40,8,0.0,53,34,19
2202,2025-08-05,2025-08-05T18:25:00Z,ORD,IAH,B737-900,Mainline,59.0,Medium,205,179,114.5,230,53,62,0,0.0,75,56,19
1129,2025-08-04,2025-08-04T19:45:00Z,ORD,BOS,B737-800,Mainline,40.0,Medium-Low,169,166,101.8,126,37,21,10,0.0,82,51,31
1044,2025-08-01,2025-08-01T09:05:00Z,ORD,LAX,B757-300,Mainline,45.0,Medium,315,234,134.6,431,120,93,5,0.0,200,72,128
4638,2025-08-05,2025-08-05T19:40:00Z,ORD,COS,ERJ-175,Express,43.0,Medium,84,76,110.5,102,6,42,6,0.0,75,34,41
609,2025-08-14,2025-08-14T13:34:00Z,ORD,PHX,B737-900,Mainline,61.0,Medium-High,190,179,106.1,370,146,39,0,0.0,61,56,5
1082,2025-08-12,2025-08-12T14:12:00Z,ORD,PIT,A320-200,Mainline,50.0,Medium,141,150,94.0,131,8,50,15,0.0,58,46,12
5136,2025-08-04,2025-08-04T07:45:00Z,ORD,DEC,CRJ-200,Express,24.0,Medium-Low,6,50,12.0,14,2,5,0,0.0,2135,29,2106
5251,2025-08-10,2025-08-10T19:35:00Z,ORD,ASE,ERJ-175,Express,55.0,Medium,20,70,28.6,34,6,11,0,0.0,-189,34,-223
1677,2025-08-13,2025-08-13T15:48:00Z,ORD,BOS,B737-800,Mainline,51.0,Medium,180,166,108.4,137,39,29,1,0.0,67,51,16
2148,2025-08-11,2025-08-11T19:40:00Z,ORD,SAT,A320-200,Mainline,59.0,Medium,170,150,113.3,236,37,73,16,0.0,60,46,14
5309,2025-08-03,2025-08-03T20:05:00Z,ORD,FWA,CRJ-200,Express,44.0,Medium,48,50,96.0,96,21,27,0,0.0,85,29,56
1270,2025-08-10,2025-08-10T09:23:00Z,ORD,PUJ,B737-900,Mainline,66.0,Medium-High,234,179,130.7,224,86,26,0,0.0,-22,70,-92
6004,2025-08-09,2025-08-09T19:35:00Z,ORD,SUN,ERJ-175,Express,50.0,Medium,53,70,75.7,70,12,21,4,0.0,40,34,6
2075,2025-08-04,2025-08-04T17:55:00Z,ORD,TPA,B737-MAX8,Mainline,46.0,Medium,205,166,123.5,199,66,28,11,0.0,74,51,23
5810,2025-08-04,2025-08-04T20:20:00Z,ORD,PIA,CRJ-200,Express,48.0,Medium,54,50,108.0,110,21,34,0,0.0,100,29,71
1564,2025-08-13,2025-08-13T20:05:00Z,ORD,MSP,B737-800,Mainline,56.0,Medium,85,166,51.2,22,0,11,0,0.0,5,51,-46
1178,2025-08-02,2025-08-02T18:22:00Z,ORD,ORF,B737-MAX8,Mainline,50.0,Medium,214,166,128.9,244,21,101,0,0.0,101,51,50
1803,2025-08-15,2025-08-15T10:44:00Z,ORD,DEN,A321-2NX,Mainline,47.0,Medium,169,200,84.5,210,68,33,8,0.0,326,68,258
5610,2025-08-06,2025-08-06T18:06:00Z,ORD,CHO,CRJ-550,Express,39.0,Medium-Low,43,50,86.0,56,6,22,0,0.0,76,29,47
2201,2025-08-04,2025-08-04T14:01:00Z,ORD,MCO,B737-900,Mainline,60.0,Medium,219,179,122.3,267,73,48,25,0.0,76,56,20
1564,2025-08-12,2025-08-12T20:05:00Z,ORD,MSP,B737-800,Mainline,51.0,Medium,115,166,69.3,232,31,85,0,0.0,85,51,34
907,2025-08-03,2025-08-03T18:25:00Z,ORD,FRA,B787-10,Mainline,58.0,Medium,355,318,111.6,648,154,170,0,0.0,210,155,55
